Prof Name,Quality,Difficulty,Grade,Comment
Bob Woodham ,5.0,3.0,A-,It was his first time teaching this course so he was very careful in teaching it. He was ALWAYS ready to help. Puts a lot of effort into his presentations and tries to help out in any way possible. Very clear. Tries to make the course interesting by giving real life examples and telling stories and taking everything to a higher level. Good prof!
Bob Woodham ,4.5,4.0,A-,Challenging. Exam was fair. Interesting material. I learned a lot.
Bob Woodham ,1.0,3.0,A-,No Comments
Bob Woodham ,2.5,2.0,A-,Snooze fest.
Bob Woodham ,3.0,3.0,A-,Tests fairly but teaches way beyond the students' level
Joel Feldman ,5.0,3.0,N/A,"Professor Feldman is absolutely brilliant and cares a lot about his students. His lectures are fun and he goes through each problem slowly step by step, so it's very easy to follow. He is super approachable and helpful in office hours, welcomes anyone, and after you'd magically understand everything. He prepares his students well for the final!"
Joel Feldman ,5.0,4.0,N/A,He is a rockstar. Too bad he is retiring. Assignments were very hard and the exam was not easy either. Such a great teacher - this course was a great challenge.
Joel Feldman ,5.0,5.0,B-,"Amazing lecturer! Goes through material slowly and carefully, I found him to be super clear. His notes are great too. Assignments are very, very intense and exams are pretty difficult. Joel is incredibly helpful in office hours, definitely seek help there. I didn't get a good grade but I learnt a lot, would take again! He made 321 fun."
Joel Feldman ,3.0,3.0,N/A,Very clear and thorough professor but his notes are straight out of the textbook. You should expect that all the examples done in class  match the CLP notes exactly.
Joel Feldman ,5.0,2.0,A,Just.... Perfect!
Joel Feldman ,5.0,3.0,N/A,Crystal clear lecturer who is especially helpful during office hours.
Joel Feldman ,5.0,4.0,N/A,"Hands down the most caring prof I have ever met. Unlimited office hours, as long as he is at UBC, his door will be open, and whenever his door is open, you can feel free to go in and chat. "
Joel Feldman ,5.0,3.0,A,"Great, professor, his exams may be a bit difficult if you don't put enough work into preparing for them. His notes are excellent and very useful, if you work all the way through them. I did better in Integral than I did in Differential just because of how good this class was with him."
Joel Feldman ,5.0,3.0,N/A,Extremely qualified and brilliant mathematician and prof. I cannot sing enough praises for Feldman. His lectures thoroughly cover the material and his notes are extremely useful. Quizzes and exams are reasonable based on material content but not necessarily easy. Always available for office hours and questions.
Joel Feldman ,4.5,2.0,N/A,Brilliant mind. His in class quizzes are really hard. His lectures don't stand out and his online notes are superfluous when you have the textbook. But he is a GOD when you visit him during office hours. He explains questions perfectly with the perfect number of steps that'll give you epiphanies everytime. He just gets your confusions and problems.
Joel Feldman ,5.0,4.0,N/A,"Absolute best prof I've had. Explains everything clearly and rarely needs to explain himself twice. If needed, he will help you understand whatever you need during his office hours. Brilliant."
Joel Feldman ,5.0,4.0,N/A,"His note and the way he teaches is very clear, but the assignment and exams are pretty hard. Expect scaling at the end"
Joel Feldman ,5.0,2.0,N/A,Super nice proff
Joel Feldman ,2.0,3.0,N/A,If you don't have a pre-understanding of the material there's a good chance you'd be lost.
Joel Feldman ,5.0,2.0,N/A,He is soo h0t
Joel Feldman ,5.0,3.0,N/A,"I am fron economics background and took two of his courses, Math 320 and 321. He's one of the three best professors I've ever had. I even spent one night to write a letter to norminate him for the Killam teaching award. Later I found out he had already won one. If he's teaching and the course is related to your field, you should definitely take it."
Joel Feldman ,4.0,5.0,N/A,9 A's and one F bomb on my report card the year I took Math 320.  Tricky stuff.
Joel Feldman ,4.5,1.0,N/A,"Makes a hard course easy. if he teaches, you should seriously consider taking Math 321."
Joel Feldman ,5.0,3.0,N/A,"The best math professor I've ever had.  He is very clear, thorough, and helpful.  He expects a lot, but he also teaches extremely well, so I think he's entitled.  He definitely knows his stuff, and I think you'd be hard pressed to find math that he doesn't know.  I'm pretty sure that if Chuck Norris taught math, he'd be Joel Feldman."
Joel Feldman ,5.0,2.0,N/A,he's the best math prof i have ever had!! he's freaking good!!! i heard he graduated from MIT. he's super clear in class. he talks very clearly and calmly. and his notes are extremely useful and clear!! hard to find a prof better than him!!!  you definitely should take his courses.
Rebecca Raglon ,2.0,5.0,N/A,Exam was very difficult. Final essay assignment needs to be very well written to get even close to a 70 percent.
Rebecca Raglon ,4.0,2.0,N/A,"Not the most exciting class ever, but if you just need to make it through 112 she's the prof for you. She marks pretty easy, is pretty chill, and I actually learned some stuff about English during the course. Make sure you come to class. -A first-year engineer"
Rebecca Raglon ,5.0,3.0,N/A,"Really great classes, she makes english 112 really interesting and engaging."
Rebecca Raglon ,4.0,3.0,N/A,"Overall, she was great. Her readings weren't too outrageous, mostly found online. Had a variety of ways to get marks. Pretty understanding + kind, doesn't hold your hand but doesn't leave you compeletly stranded either. Need to be a good listener, one of those profs where she says things once and you're expected to remember."
Rebecca Raglon ,5.0,2.0,N/A,"First english lit class I've ever enjoyed or felt like I actually had something to contribute to. The readings were great, not excessive, and mostly online for free. I'm looking to take more classes with her in the future."
Rebecca Raglon ,4.5,3.0,N/A,"She was great and really helpful. Sometimes the lectures were dull, but that was mainly because of the refusal for anyone in the class to participate."
Rebecca Raglon ,3.0,3.0,N/A,"Sometimes hard to approach, if you show that you are engaged in class and participate, she will reciprocate that in her demeanor and your grades."
Rebecca Raglon ,4.0,1.0,N/A,"She is a good teacher, she encourages participation and seems to mark relatively easily. This is an English course after all not rocket science. I'd take another course with her if it came up."
Rebecca Raglon ,2.5,3.0,N/A,"frankly rude. showed up to first class when I asked a question, she answered as if I didn't even know english treated me like i was in grade 2."
Rebecca Raglon ,4.5,2.0,N/A,"Personally, I found her very approachable and friendly. She'll really help you out if you show her that you're interested. Marking is tough but fair. Try to come to EVERY class because lots of things happen every lesson!"
Rebecca Raglon ,2.5,3.0,N/A,it's okay..
Rebecca Raglon ,1.5,4.0,N/A,"shuts down students, can be very dismissive. rude."
Rebecca Raglon ,1.5,3.0,N/A,separated me and my friend like a grade 4 teacher would. Constantly shuts down the personal opinions of students.
Rebecca Raglon ,2.5,4.0,N/A,"Quizzes and related readings unrelated to university writing.  Insulted me in class.  Prior to attending this class I enjoyed english, going through it now I hardly enjoy it."
Rebecca Raglon ,2.0,4.0,N/A,"Nice person, useful comment about writing assignment. but super boring... Lots of reading and writing... Mostly unrelated to how to write a good essay. ""Mini"" quiz is super long and not straight forward."
